country,year,suicide_count,population,suicide_rate (%),health_expenditure
Kyrgyzstan,2009,458.0,4800134.0,0.009541400302574886,
Kyrgyzstan,2010,500.0,4837556.0,0.010335797663117492,
Kyrgyzstan,2011,471.0,4870538.0,0.009670389595564186,
Kyrgyzstan,2012,524.0,4932360.0,0.010623717652401691,
Kyrgyzstan,2013,446.0,5012200.0,0.008898288176848491,
Kyrgyzstan,2014,461.0,5096430.0,0.009045547569573209,
Kyrgyzstan,2015,417.0,5195827.0,0.0080256713705056,
Latvia,2000,770.0,2272107.0,0.03388924905385178,181.5707245
Latvia,2001,708.0,2242227.0,0.03157575035890657,205.0204773
Latvia,2002,670.0,2214484.0,0.03025535519787002,237.295166
Latvia,2003,604.0,2190211.0,0.0275772516894491,280.5087891
Latvia,2004,563.0,2163477.0,0.026022925133939487,393.2980652
Latvia,2005,564.0,2137831.0,0.02638187957794606,440.8097534
Latvia,2006,487.0,2115215.0,0.023023664261079844,552.3015747
Latvia,2007,453.0,2093878.0,0.02163449828500037,807.0426025
Latvia,2008,527.0,2067529.0,0.025489364357162585,913.5214844
Latvia,2009,516.0,2030316.0,0.025414763022110844,744.6616211
Latvia,2010,438.0,1987906.0,0.022033234971874927,689.0772095
Latvia,2011,440.0,1953611.0,0.022522395707231375,764.5917358
Latvia,2012,444.0,1931521.0,0.02298706563376738,745.5174561
Latvia,2013,383.0,1912464.0,0.020026520760652224,807.1300049
Latvia,2014,382.0,1894041.0,0.02016851799934637,855.6263428
Latvia,2015,387.0,1875522.0,0.02063425542329016,775.552002
Lithuania,2000,1631.0,3315125.0,0.04919874816183402,217.1761322
Lithuania,2001,1533.0,3294138.0,0.04653721246650869,218.8180237
Lithuania,2002,1551.0,3274488.0,0.04736618365985766,254.3668823
Lithuania,2003,1455.0,3254127.0,0.0447124528329718,338.8630676
Lithuania,2004,1380.0,3222969.0,0.042817662844414565,366.9596863
Lithuania,2005,1319.0,3174728.0,0.04154686637721405,438.9326782
Lithuania,2006,1049.0,3125767.0,0.03355976309174676,536.057373
Lithuania,2007,1025.0,3087867.0,0.03319443486393682,704.2931519
Lithuania,2008,1111.0,3053756.0,0.03638142667587063,936.5093384
Lithuania,2009,1138.0,3016497.0,0.03772587872621786,864.7363892
Lithuania,2010,1018.0,2949737.0,0.03451155136881695,805.2244873
Lithuania,2011,1018.0,2879805.0,0.035349615685784284,925.4716187
Lithuania,2012,927.0,2837770.0,0.0326664951705036,896.9370728
Lithuania,2013,1085.0,2806627.0,0.038658503605929824,958.9271851
Lithuania,2014,930.0,2781577.0,0.03343427127848698,1021.232971
Lithuania,2015,896.0,2753926.0,0.0325353695052082,920.1997681
Lithuania,2016,826.0,2717150.0,0.030399499475553426,988.5279541
Luxembourg,2000,62.0,410164.0,0.015115904857569166,2893.994141
Luxembourg,2001,73.0,413930.0,0.01763583214553185,3106.483398
Luxembourg,2002,85.0,418106.0,0.02032977283272663,3583.946777
Luxembourg,2003,48.0,423654.0,0.011330000424875015,4597.075195
Luxembourg,2004,62.0,430128.0,0.014414313878659374,5600.30127
Luxembourg,2005,49.0,437338.0,0.011204148736217754,5815.830566
Luxembourg,2006,65.0,444821.0,0.014612619458164071,6065.344238
Luxembourg,2007,78.0,452012.0,0.017256179039494526,6662.445313
Luxembourg,2008,43.0,460371.0,0.00934029293765246,7548.198242
Luxembourg,2009,48.0,469209.0,0.010229982800841416,7639.851074
Luxembourg,2010,54.0,477979.0,0.011297567466353124,7452.205078
Luxembourg,2011,55.0,488918.0,0.011249330153522677,7164.688477
Luxembourg,2012,51.0,501044.0,0.010178746776730186,7096.870117
Luxembourg,2013,40.0,512689.0,0.007802000823111086,6522.022949
Luxembourg,2014,67.0,524940.0,0.012763363432011279,6680.973633
Luxembourg,2015,64.0,537748.0,0.011901485454153246,5567.418457
Maldives,2000,0.0,247387.0,0.0,221.1403198
Maldives,2001,3.0,255503.0,0.0011741545109059384,229.5926819
Maldives,2002,3.0,263747.0,0.0011374536961557857,247.1714325
Maldives,2003,4.0,272110.0,0.0014699937525265519,235.9890747
Maldives,2004,1.0,280526.0,0.0003564731967803341,295.7519531
Maldives,2005,1.0,288936.0,0.00034609740565384723,322.0964355
Maldives,2007,5.0,305536.0,0.001636468370339338,461.7489624
Maldives,2008,0.0,313924.0,0.0,755.1884766
Maldives,2010,1.0,331559.0,0.0003016054457879291,602.659668
Maldives,2011,2.0,341018.0,0.000586479306077685,585.9229736
Malta,2000,23.0,362676.0,0.006341748557941524,647.1015015
Malta,2001,30.0,370541.0,0.008096270048388705,685.9840088
Malta,2002,19.0,374456.0,0.005074027389065738,830.6463013
Malta,2003,20.0,377785.0,0.005294016437921039,1074.09314
Malta,2004,24.0,380918.0,0.006300568626318524,1223.857422
Malta,2005,19.0,384111.0,0.004946486822819445,1379.686401
Malta,2006,26.0,386038.0,0.006735088255560333,1474.484497
Malta,2007,26.0,387581.0,0.006708275173447614,1596.123169
Malta,2008,14.0,390195.0,0.003587949614936122,1751.165039
Malta,2009,36.0,393102.0,0.0091579284765786,1677.362305
Malta,2010,31.0,394949.0,0.007849114695821486,1733.668823
Malta,2011,20.0,396423.0,0.005045115949377306,1960.061157
Malta,2012,25.0,399138.0,0.006263497837840547,1898.60144
Malta,2013,22.0,402728.0,0.005462744085337996,2121.082275
Malta,2014,32.0,406525.0,0.007871594612877437,2462.484619
Malta,2015,34.0,410637.0,0.008279818915489838,2249.858643
Martinique,2000,33.0,359606.0,0.009176710066016695,
Martinique,2001,40.0,362334.0,0.011039538105725655,
Martinique,2002,31.0,365218.0,0.008488081091293419,
Martinique,2003,32.0,368047.0,0.008694541729724736,
Martinique,2004,34.0,370468.0,0.009177580789703836,
Martinique,2005,26.0,372121.0,0.006986974666842237,
Martinique,2006,36.0,372833.0,0.00965579763593888,
Martinique,2007,32.0,372982.0,0.008579502496099008,
Martinique,2008,50.0,372600.0,0.013419216317767043,
Martinique,2009,26.0,371899.0,0.006991145445403186,
Martinique,2010,26.0,371079.0,0.007006594283158033,
Martinique,2011,37.0,367787.0,0.010060170696626037,
Martinique,2013,27.0,367843.0,0.007340088026685299,
Martinique,2014,32.0,366824.0,0.008723529540051905,
Mauritius,2000,137.0,1056073.0,0.012972588069195974,118.9770737
Mauritius,2001,113.0,1068947.0,0.010571150861548795,119.4685364
Mauritius,2002,131.0,1079755.0,0.012132381882927146,135.9414368
Mauritius,2003,88.0,1092234.0,0.008056881583982921,162.0018463
Mauritius,2004,97.0,1103091.0,0.00879347216140826,189.9288025
Mauritius,2005,102.0,1113942.0,0.009156670634557277,197.6750488
Mauritius,2006,118.0,1125301.0,0.01048608327905156,209.1470184
Mauritius,2007,127.0,1135233.0,0.011187130747608642,235.8463745
Mauritius,2008,84.0,1146258.0,0.007328193129295498,321.8082581
Mauritius,2009,115.0,1159551.0,0.009917631910972436,310.1473694
Mauritius,2010,98.0,1164931.0,0.008412515419368185,367.1207886
Mauritius,2011,118.0,1173352.0,0.010056658189528805,396.6302185
Mauritius,2012,115.0,1180547.0,0.009741247065978738,398.1590576
Mauritius,2013,98.0,1147390.0,0.008541123767855742,452.5140686
Mauritius,2014,120.0,1151424.0,0.010421877605469402,559.505127
Mauritius,2015,104.0,1154848.0,0.009005514145584526,529.161377
Mauritius,2016,98.0,1157229.0,0.008468505369291644,553.0965576
Mayotte,2011,0.0,179194.0,0.0,
Mayotte,2012,2.0,185190.0,0.0010799719207300609,
Mayotte,2013,3.0,191591.0,0.0015658355559499142,
Mayotte,2014,1.0,198113.0,0.0005047624335606446,
Mexico,2000,3456.0,89694793.0,0.0038530664762223147,309.6332703
Mexico,2001,3760.0,91052714.0,0.004129476030774876,353.9034424
Mexico,2002,3826.0,92394316.0,0.0041409473716976265,375.2424011
Mexico,2003,4070.0,93758859.0,0.004340923133460914,401.4545898
Mexico,2004,4056.0,95193068.0,0.004260814453422176,435.2888489
Mexico,2005,4274.0,96730008.0,0.004418484075799932,472.1081238
Mexico,2006,4230.0,98468839.0,0.004295775235046694,501.0375671
Mexico,2007,4285.0,100294297.0,0.004272426377344267,542.7859497
Mexico,2008,4642.0,102170587.0,0.004543381942202211,556.534668
Mexico,2009,5023.0,104044342.0,0.004827749307117536,477.6488647
Mexico,2010,4858.0,105875861.0,0.004588392438197032,538.744751
Mexico,2011,5558.0,107655100.0,0.005162783741782786,565.1291504
Mexico,2012,5381.0,109368765.0,0.0049200518996442896,580.7484741
Mexico,2013,5711.0,111036708.0,0.005143344127241236,617.8746948
Mexico,2014,6178.0,112692589.0,0.0054821706154962865,595.8328247
Mexico,2015,6234.0,114357884.0,0.005451307581032192,539.0283203
Mongolia,2016,450.0,2698164.0,0.01667800771191076,163.4577332
Montenegro,2000,0.0,578668.0,0.0,..
Montenegro,2001,0.0,578668.0,0.0,..
Montenegro,2002,0.0,578668.0,0.0,..
Montenegro,2003,0.0,579688.0,0.0,..
Montenegro,2004,0.0,581623.0,0.0,..
Montenegro,2005,118.0,583232.0,0.0202320860309448,..
Montenegro,2006,0.0,584885.0,0.0,..
Montenegro,2007,121.0,587244.0,0.02060472307933329,..
Montenegro,2008,126.0,589953.0,0.02135763357419998,..
Montenegro,2009,107.0,592234.0,0.01806718290405481,..
Netherlands,2000,1501.0,14933235.0,0.010051405472424429,2023.143677
Netherlands,2001,1474.0,15038337.0,0.00980161569726759,2173.828369
Netherlands,2002,1570.0,15130318.0,0.010376516871621602,2532.855225
Netherlands,2003,1502.0,15203397.0,0.009879371037933168,3237.084473
Netherlands,2004,1514.0,15265861.0,0.009917553946023745,3682.854004
Netherlands,2005,1574.0,15320595.0,0.010273752422800812,3821.959473
Netherlands,2006,1525.0,15368697.0,0.009922767037439805,4076.595703
Netherlands,2007,1354.0,15425404.0,0.008777727960966208,4689.932617
Netherlands,2008,1439.0,15506963.0,0.009279702285998876,5360.748535
Netherlands,2009,1530.0,15602176.0,0.009806324451153479,5261.570801
Netherlands,2010,1604.0,15691409.0,0.010222154046204518,5186.632813
Netherlands,2011,1650.0,15772162.0,0.010461470025479069,5554.845215
Netherlands,2012,1756.0,15839503.0,0.01108620642958305,5284.94873
Netherlands,2013,1856.0,15899508.0,0.011673317186921758,5531.153809
Netherlands,2014,1839.0,15899508.0,0.01156639563941224,5594.431152
Netherlands,2015,1873.0,16057342.0,0.011664446083293235,4674.679688
Netherlands,2016,1895.0,16155753.0,0.011729567789257486,4753.376953
New Zealand,2000,458.0,3573690.0,0.012815884981629631,1053.891602
New Zealand,2001,508.0,3599090.0,0.014114678988299819,1049.376099
New Zealand,2002,467.0,3659190.0,0.01276238730429412,1246.313477
New Zealand,2003,519.0,3729420.0,0.013916373055327638,1610.937622
New Zealand,2004,495.0,3802510.0,0.01301771724466208,1983.658813
New Zealand,2005,514.0,3849280.0,0.01335314656247402,2295.177979
New Zealand,2006,527.0,3898600.0,0.013517673010824398,2301.875977
New Zealand,2007,494.0,3935450.0,0.012552567050781996,2699.345703
New Zealand,2008,520.0,3968450.0,0.013103352694376895,2839.066162
New Zealand,2009,512.0,4009980.0,0.012768143482012379,2700.886475
New Zealand,2010,536.0,4055470.0,0.013216717174581491,3216.223633
New Zealand,2011,493.0,4090460.0,0.01205243420055446,3626.029297
New Zealand,2012,549.0,4120870.0,0.013322429486977266,3806.579834
New Zealand,2013,513.0,4129770.0,0.012421999288095948,3955.531982
Nicaragua,2010,351.0,5107427.0,0.006872344920446243,107.6079636
Nicaragua,2011,369.0,5177921.0,0.0071264123187665465,124.9501953
Nicaragua,2012,316.0,5251443.0,0.006017393695409053,137.0510101
Nicaragua,2013,351.0,5326935.0,0.006589154926801247,138.9812775
Nicaragua,2014,311.0,5402424.0,0.005756675151746698,158.2309265
Nicaragua,2015,315.0,5476483.0,0.005751866663331193,165.9104309
Norway,2000,541.0,4168315.0,0.012978865560784154,2948.931641
Norway,2001,549.0,4215103.0,0.013024592756096352,3099.003418
Norway,2002,494.0,4243689.0,0.011640815337787477,3889.959473
Norway,2003,502.0,4273124.0,0.011747845370272429,4632.568359
Norway,2004,529.0,4301960.0,0.012296720564579866,5097.344238
Norway,2005,533.0,4335092.0,0.01229501011743234,5584.689453
Norway,2006,532.0,4372103.0,0.01216805733991171,5892.987305
Norway,2007,485.0,4417369.0,0.01097938614591627,6895.560547
Norway,2008,505.0,4472089.0,0.01129226184899272,7768.050293
Norway,2009,573.0,4527536.0,0.01265589053295214,7301.959961
Norway,2010,548.0,4582885.0,0.011957533300530123,7859.516113
Norway,2011,598.0,4643300.0,0.012878771563327805,8900.37207
Norway,2012,515.0,4706585.0,0.0109421162052741,8970.120117
Norway,2013,554.0,4767605.0,0.011620090171060731,9241.265625
Norway,2014,548.0,4827178.0,0.01135238849696448,9118.317383
Norway,2015,590.0,4882909.0,0.012082961202021172,7565.549805
Oman,2009,13.0,2607549.0,0.0004985524720724328,475.0041504
Oman,2010,13.0,2748440.0,0.000472995590225728,529.076416
Oman,2014,7.0,3631098.0,0.0001927791538537379,721.9329224
Panama,2000,143.0,2688510.0,0.0053189313039564675,286.1367188
Panama,2001,162.0,2742982.0,0.005905981154816182,281.7444153
Panama,2002,160.0,2800046.0,0.005714191838276942,292.8473816
Panama,2003,195.0,2858964.0,0.006820652516086246,287.9050598
Panama,2004,186.0,2918453.0,0.006373239521075035,326.3393555
Panama,2005,172.0,2977595.0,0.005776473966405774,304.6506348
Panama,2006,185.0,3037959.0,0.006089614770969589,350.4006653
Panama,2007,171.0,3097138.0,0.005521226370926966,427.019165
Panama,2008,186.0,3155636.0,0.005894215936185289,489.8070374
Panama,2009,177.0,3214513.0,0.0055062773116798715,529.855896
Panama,2010,151.0,3274415.0,0.004611510758410281,579.5228271
Panama,2011,144.0,3334191.0,0.004318888749924644,619.0647583
Panama,2012,135.0,3395244.0,0.003976150167705178,705.2017822
Panama,2013,130.0,3457387.0,0.0037600650433405342,790.0667725
Panama,2014,147.0,3520213.0,0.004175883675220789,883.6765747
Panama,2015,110.0,3583382.0,0.003069725750701432,927.7602539
Paraguay,2000,154.0,4598158.0,0.003349167210000178,91.90170288
Paraguay,2001,152.0,4701314.0,0.003233138650173122,79.24260712
Paraguay,2002,177.0,4809921.0,0.0036798941188431154,54.75959778
Paraguay,2003,174.0,4920489.0,0.0035362338987039704,58.95074463
Paraguay,2004,234.0,5027301.0,0.004654585034793023,71.39472198
Paraguay,2005,239.0,5126457.0,0.004662089236289311,75.647789
Paraguay,2006,251.0,5223460.0,0.004805244033648196,96.63381958
Paraguay,2007,227.0,5307169.0,0.0042772333046111775,124.958519
Paraguay,2008,222.0,5382169.0,0.004124731126057171,169.1345367
Paraguay,2009,283.0,5456220.0,0.005186741003845152,162.8451996
Paraguay,2010,223.0,5534703.0,0.004029123152588314,202.8670044
Paraguay,2011,298.0,5610499.0,0.005311470512694147,270.7251892
Paraguay,2012,275.0,5695283.0,0.004828557246409002,341.3824463
Paraguay,2013,323.0,5786207.0,0.005582240663011192,362.3774414
Paraguay,2014,379.0,5877594.0,0.006448216736304004,408.5275574
Philippines,2000,1403.0,67243482.0,0.002086447575692169,32.77552414
Philippines,2001,1204.0,68738092.0,0.001751576112994233,28.211586
Philippines,2002,1301.0,70256443.0,0.0018517874581267942,27.3349247
Philippines,2003,1544.0,71781489.0,0.002150972376736292,32.25115585
Philippines,2006,1788.0,76435755.0,0.0023392193875758803,54.91727829
Philippines,2007,1698.0,78008654.0,0.0021766815768927373,65.56161499
Philippines,2008,1820.0,79595888.0,0.0022865502800848204,77.3146286
Philippines,2009,2074.0,81193855.0,0.0025543805008396265,79.46684265
Philippines,2010,2116.0,82760992.0,0.0025567600736346907,91.84031677
Philippines,2011,2449.0,84201767.0,0.002908490032044102,98.94901276
Poland,2000,5841.0,36233344.0,0.016120510433704383,238.0044861
Poland,2001,5855.0,36295390.0,0.016131525243288473,282.8210449
Poland,2002,5925.0,36347498.0,0.016300984458407566,315.8314514
Poland,2003,5836.0,36353775.0,0.01605335346879382,339.3352051
Poland,2004,6072.0,36371596.0,0.016694345774653386,392.0033875
Poland,2005,6045.0,36371365.0,0.016620217580505983,465.7001953
Poland,2006,5805.0,36348232.0,0.015970515429746347,524.0974731
Poland,2007,5284.0,36310843.0,0.01455212703268828,660.9246826
Poland,2008,5682.0,36262711.0,0.0156689884548345,892.5968628
Poland,2009,6477.0,36223402.0,0.01788070595909241,759.6057739
Poland,2010,6357.0,36027791.0,0.01764471210571861,809.1994019
Poland,2011,6113.0,36008237.0,0.016976671198870415,866.0946655
Poland,2012,6368.0,36013446.0,0.017682284555607372,815.1418457
Poland,2013,6218.0,36023694.0,0.017260861698414384,878.088501
Poland,2014,5934.0,36059630.0,0.0164560756724348,911.2981567
Poland,2015,5420.0,36086575.0,0.015019435898253018,803.9596558
Portugal,2000,524.0,9740085.0,0.0053798298474807965,967.1439209
Portugal,2001,761.0,9809536.0,0.007757757349583098,988.7559204
Portugal,2002,1210.0,9859832.0,0.012272014371035936,1105.169556
Portugal,2003,1156.0,9895009.0,0.011682657388184286,1405.871094
Portugal,2007,1020.0,10005713.0,0.0101941760672128,2067.124023
Portugal,2008,1038.0,10030640.0,0.01034829283076653,2322.031494
Portugal,2009,1025.0,10049918.0,0.010199088191565344,2279.470703
Portugal,2010,1099.0,10066628.0,0.010917260476894544,2213.0979
Portugal,2011,1017.0,10062815.0,0.010106515920246969,2207.695557
Portugal,2012,1076.0,10029396.0,0.0107284626113078,1918.599243
Portugal,2013,1052.0,9985074.0,0.010535725624066482,1959.424683
Portugal,2014,1222.0,9944433.0,0.012288282298246668,1986.894531
Puerto Rico,2000,305.0,3511947.0,0.00868464131150043,..
Puerto Rico,2001,289.0,3522212.0,0.008205071131436722,..
Puerto Rico,2002,239.0,3523951.0,0.006782160137867978,..
Puerto Rico,2003,262.0,3519026.0,0.0074452419504715235,..
Puerto Rico,2004,279.0,3511462.0,0.007945408493670158,..
Puerto Rico,2005,289.0,3504599.0,0.008246307209469613,..
Puerto Rico,2006,265.0,3499036.0,0.007573514533717287,..
Puerto Rico,2007,271.0,3493631.0,0.007756972616741724,..
Puerto Rico,2008,300.0,3488811.0,0.008598918084126656,..
Puerto Rico,2009,330.0,3484474.0,0.009470582934468732,..
Puerto Rico,2010,286.0,3480379.0,0.008217495853181506,..
Puerto Rico,2011,258.0,3475298.0,0.007423823798707334,..
Puerto Rico,2012,248.0,3472672.0,0.0071414749219045155,..
Puerto Rico,2013,241.0,3471665.0,0.006941914038364878,..
Puerto Rico,2014,220.0,3470956.0,0.006338311404696572,..
Puerto Rico,2015,226.0,3469521.0,0.0065138674762308686,..
Qatar,2001,23.0,539483.0,0.004263341013525913,657.979187
Qatar,2004,21.0,697191.0,0.003012087075134361,1285.689331
Qatar,2005,17.0,796618.0,0.0021340215762134427,1322.78479
Qatar,2006,29.0,940090.0,0.0030848110287312923,1327.681519
Qatar,2007,41.0,1115479.0,0.00367555104130154,1322.241699
Qatar,2008,33.0,1310465.0,0.002518190108091403,1327.578979
Qatar,2009,44.0,1506649.0,0.002920388225791143,1321.488647
Qatar,2010,47.0,1689592.0,0.0027817366559500754,1257.945923
Qatar,2011,50.0,1854081.0,0.0026967538095692693,1375.136475
Qatar,2012,43.0,2003149.0,0.002146620146579211,1548.309204
Qatar,2013,37.0,2135349.0,0.001732737833487641,1833.387329
Qatar,2014,55.0,2251682.0,0.00244261845145096,2104.407227
Qatar,2015,66.0,2354147.0,0.0028035632439265693,2031.892944
Qatar,2016,70.0,2439861.0,0.002869015898856533,1800.474365
Republic of Korea,2000,6444.0,44271743.0,0.014555559739312725,
Republic of Korea,2001,6911.0,44710865.0,0.015457093035440043,
Republic of Korea,2002,8611.0,45110041.0,0.019088876465441475,
Republic of Korea,2003,10898.0,45455888.0,0.023974891877593503,
Republic of Korea,2004,11492.0,45779970.0,0.025102681369166473,
Republic of Korea,2005,12011.0,46151884.0,0.02602493974027149,
Republic of Korea,2006,10653.0,46513964.0,0.022902799683983077,
Republic of Korea,2007,12174.0,46814207.0,0.02600492623959218,
Republic of Korea,2008,12858.0,47101747.0,0.027298350526149272,
Republic of Korea,2009,15402.0,47380017.0,0.032507375419472725,
Republic of Korea,2010,15558.0,47598615.0,0.032685824997218935,
Republic of Korea,2011,15906.0,47798017.0,0.03327753115783025,
Republic of Korea,2012,14159.0,48020985.0,0.02948502618178282,
Republic of Korea,2013,14426.0,48248224.0,0.02989954614702502,
Republic of Korea,2014,13834.0,48465917.0,0.02854377025405297,
Republic of Korea,2015,13510.0,48671752.0,0.02775737351718919,
Republic of Moldova,2000,544.0,3429938.0,0.015860344997489752,
Republic of Moldova,2001,622.0,3431822.0,0.01812448314627041,
Republic of Moldova,2002,583.0,3432661.0,0.016983908402257025,
Republic of Moldova,2003,620.0,3429646.0,0.01807766749104718,
Republic of Moldova,2004,603.0,3423072.0,0.017615755672098048,
Republic of Moldova,2005,631.0,3413927.0,0.018483113435055883,
Republic of Moldova,2006,637.0,3401676.0,0.018726063269988092,
Republic of Moldova,2007,562.0,3391098.0,0.01657280326313188,
Republic of Moldova,2008,620.0,3382884.0,0.018327557196758743,
Republic of Moldova,2009,651.0,3376100.0,0.019282604188264562,
Republic of Moldova,2010,676.0,3370322.0,0.02005743071433531,
Republic of Moldova,2011,502.0,3366699.0,0.014910747886876732,
Republic of Moldova,2012,571.0,3365119.0,0.016968196369875774,
Republic of Moldova,2013,576.0,3363814.0,0.017123420022629073,
Republic of Moldova,2014,581.0,3362985.0,0.01727631850870581,
Republic of Moldova,2015,556.0,3362560.0,0.016535020936429386,
Republic of Moldova,2016,546.0,3362300.0,0.016238884097195372,
Reunion,2001,97.0,677218.0,0.014323305050958482,
Reunion,2002,93.0,687808.0,0.013521215222852887,
Reunion,2003,107.0,697860.0,0.015332588198205944,
Reunion,2004,80.0,707571.0,0.011306285870958532,
Reunion,2005,89.0,717073.0,0.012411567580985477,
Reunion,2006,92.0,725190.0,0.012686330478908976,
Reunion,2007,92.0,733905.0,0.012535682411211262,
Reunion,2008,93.0,742881.0,0.01251882872223142,
Reunion,2009,99.0,751564.0,0.013172530882266845,
Reunion,2010,89.0,759553.0,0.011717418007696632,
Reunion,2011,76.0,766113.0,0.009920207593396796,
Reunion,2012,84.0,774900.0,0.010840108401084009,
Reunion,2013,93.0,781254.0,0.011903939051832057,
Reunion,2014,82.0,787580.0,0.010411640722212349,
Rodrigues,2004,1.0,32647.0,0.003063068582105553,
Rodrigues,2005,1.0,32745.0,0.003053901358986105,
Rodrigues,2006,3.0,32871.0,0.009126585744273066,
Rodrigues,2007,1.0,33043.0,0.003026359592046727,
Rodrigues,2008,2.0,33344.0,0.005998080614203455,
Rodrigues,2010,5.0,33866.0,0.01476407015886139,
Rodrigues,2011,3.0,34145.0,0.008786059452335628,
Rodrigues,2012,1.0,34509.0,0.00289779477817381,
Rodrigues,2013,2.0,37773.0,0.005294787281920949,
Rodrigues,2014,6.0,38170.0,0.015719151165837046,
Rodrigues,2015,2.0,38533.0,0.005190356317961228,
Rodrigues,2016,8.0,38758.0,0.020640899943237527,
Romania,2000,2836.0,21290400.0,0.013320557622214707,69.89345551
Romania,2001,2720.0,21272887.0,0.012786228780324926,78.8175354
Romania,2002,3067.0,20700580.0,0.014816009986193625,96.57698822
Romania,2003,2894.0,20656841.0,0.014009886603668005,143.5455322
Romania,2004,2720.0,20610767.0,0.013196985827844251,190.7950592
Romania,2005,2603.0,20569960.0,0.012654375604036178,254.5296173
Romania,2006,2721.0,20526561.0,0.01325599548799236,291.0040894
Romania,2007,2430.0,20475026.0,0.011868116797507364,415.0679016
Romania,2008,2472.0,20433803.0,0.01209760121500633,521.3156128
Romania,2009,2586.0,20390882.0,0.012682139007032654,449.3769226
Romania,2010,2766.0,20348649.0,0.013593040009683198,472.2075195
Romania,2011,2536.0,20291701.0,0.01249772012706081,426.5997314
Romania,2012,2495.0,19041594.0,0.01310289464211872,401.671051
Romania,2013,2407.0,19003345.0,0.012666191136349942,495.2362366
Romania,2014,2209.0,18952235.0,0.011655617398159108,503.3475342
Romania,2015,2228.0,18863927.0,0.011810902364072971,442.2440186
Romania,2016,1969.0,18743783.0,0.010504816450339828,476.2435608
Russian Federation,2000,56619.0,138205695.0,0.04096719748053797,95.41753387
Russian Federation,2001,56958.0,137521509.0,0.04141752109482743,118.1223373
Russian Federation,2002,55024.0,136590900.0,0.04028379635832256,140.7755737
Russian Federation,2003,51445.0,137019868.0,0.03754564994910081,164.6775513
Russian Federation,2004,49096.0,137071699.0,0.03581775111724558,209.2494354
Russian Federation,2005,45802.0,136162191.0,0.0336378253490354,271.9867249
Russian Federation,2006,42614.0,135357462.0,0.03148256429335237,352.7495422
Russian Federation,2007,41149.0,134778964.0,0.030530728816108126,461.8795166
Russian Federation,2008,38211.0,134385949.0,0.028433776212719974,609.8651123
Russian Federation,2009,37408.0,134085433.0,0.027898630867679717,516.6986084
Russian Federation,2010,33356.0,134865987.0,0.024732700024654844,567.3776855
Russian Federation,2011,31038.0,134745874.0,0.02303447154159244,684.7526245
Russian Federation,2012,29643.0,134668522.0,0.022011825450939455,760.0706787
Russian Federation,2013,28690.0,134713962.0,0.021296975884355626,811.1694336
