country,year,suicide_count,population,suicide_rate (%)
Albania,2000,54.0,2796300.0,0.001931123270035404
Albania,2001,119.0,2799349.0,0.004250988354792489
Albania,2002,133.0,2818839.0,0.004718254572183796
Albania,2003,124.0,2843929.0,0.004360165109607167
Albania,2004,146.0,2874991.0,0.005078276766779444
Albania,2005,0.0,2783320.0,0.0
Albania,2006,0.0,2780176.0,0.0
Albania,2007,124.0,2770344.0,0.0044759784344471296
Albania,2008,160.0,2757059.0,0.005803285312356392
Albania,2009,0.0,2745735.0,0.0
Albania,2010,96.0,2736025.0,0.0035087398689704953
Antigua and Barbuda,2000,2.0,75326.0,0.0026551257202028517
Antigua and Barbuda,2001,2.0,76497.0,0.002614481613658052
Antigua and Barbuda,2002,0.0,77588.0,0.0
Antigua and Barbuda,2003,1.0,78658.0,0.0012713265020722622
Antigua and Barbuda,2004,2.0,79722.0,0.002508717794335315
Antigua and Barbuda,2005,0.0,80809.0,0.0
Antigua and Barbuda,2006,0.0,81973.0,0.0
Antigua and Barbuda,2007,1.0,83131.0,0.0012029206914388134
Antigua and Barbuda,2008,0.0,84273.0,0.0
Antigua and Barbuda,2009,0.0,85405.0,0.0
Antigua and Barbuda,2012,0.0,88703.0,0.0
Antigua and Barbuda,2013,0.0,89779.0,0.0
Antigua and Barbuda,2014,0.0,90837.0,0.0
Antigua and Barbuda,2015,1.0,91889.0,0.0010882695426003113
Argentina,2000,2774.0,33585533.0,0.008259508640223158
Argentina,2001,3132.0,34010946.0,0.009208800013971973
Argentina,2002,3162.0,34407507.0,0.009189854992981618
Argentina,2003,3289.0,34785907.0,0.009454978419852616
Argentina,2004,3121.0,35162945.0,0.00887582083923858
Argentina,2005,3058.0,35550617.0,0.008601819765884795
Argentina,2006,3108.0,35918886.0,0.008652829600561665
Argentina,2007,2946.0,36315492.0,0.008112240362873235
Argentina,2008,3059.0,36733520.0,0.008327543889069165
Argentina,2009,2884.0,37158001.0,0.007761450891828115
Argentina,2010,2943.0,37578454.0,0.007831615425158256
Argentina,2011,2912.0,38015739.0,0.007659985249793513
Argentina,2012,3248.0,38441778.0,0.008449140932034933
Argentina,2013,2987.0,38859125.0,0.007686740244408489
Argentina,2014,3231.0,39276555.0,0.008226281556516349
Argentina,2015,3073.0,39699624.0,0.007740627467907504
Armenia,2000,61.0,3606500.0,0.0016913905448495772
Armenia,2001,60.0,3610516.0,0.0016618123282101506
Armenia,2002,74.0,3014844.0,0.0024545216933280793
Armenia,2003,59.0,3024366.0,0.0019508220896544929
Armenia,2006,78.0,2764396.0,0.0028215928542799223
Armenia,2007,71.0,2735313.0,0.0025956810061590757
Armenia,2008,63.0,3045391.0,0.0020686998812303576
Armenia,2009,53.0,2689695.0,0.0019704836421973494
Armenia,2010,73.0,2676225.0,0.002727722818522359
Armenia,2011,67.0,2670366.0,0.0025090193628888326
Armenia,2012,79.0,2814300.0,0.0028070923497850266
Armenia,2013,67.0,2810664.0,0.002383778352730885
Armenia,2014,58.0,2803029.0,0.0020691901510829893
Armenia,2015,74.0,2795335.0,0.0026472676799024087
Armenia,2016,67.0,2784119.0,0.0024065063310871413
Aruba,2000,10.0,83888.0,0.011920656112912455
Aruba,2001,4.0,86045.0,0.00464873031553257
Aruba,2002,9.0,88284.0,0.010194372706266141
Aruba,2003,2.0,90457.0,0.0022109952795250783
Aruba,2004,8.0,92335.0,0.008664103536037256
Aruba,2005,10.0,93728.0,0.010669170365312394
Aruba,2006,9.0,94508.0,0.009523003343632284
Aruba,2007,8.0,94814.0,0.008437572510388762
Aruba,2008,4.0,94814.0,0.004218786255194381
Aruba,2009,4.0,94795.0,0.0042196318371222116
Aruba,2010,7.0,95006.0,0.007367955708060544
Aruba,2011,9.0,95488.0,0.009425268096514745
Aruba,2012,3.0,96215.0,0.0031180169412253806
Aruba,2013,2.0,97110.0,0.0020595201318092883
Aruba,2014,5.0,97988.0,0.005102665632526432
Aruba,2015,9.0,98712.0,0.00911743253099927
Australia,2000,2391.0,17874410.0,0.01337666529972178
Australia,2001,2458.0,18130883.0,0.013556978995452124
Australia,2002,2319.0,18370058.0,0.01262380336523706
Australia,2003,2156.0,18608029.0,0.011586396388354726
Australia,2004,2114.0,18854551.0,0.011212147136253734
Australia,2006,2117.0,19109246.0,0.011078406756603583
Australia,2007,2229.0,19734430.0,0.011294980397204276
Australia,2008,2341.0,20120312.0,0.01163500844320903
Australia,2009,2337.0,20529317.0,0.011383720169550696
Australia,2010,2420.0,20847547.0,0.011608080317554866
Australia,2011,2392.0,20881910.0,0.01145489086007937
Australia,2012,2580.0,21238909.0,0.012147516616790439
Australia,2013,2608.0,21600180.0,0.012073973457628593
Australia,2014,2891.0,21927587.0,0.013184305231578831
Australia,2015,3027.0,22240785.0,0.013610131117224505
Austria,2000,1588.0,7592073.0,0.020916553357692953
Austria,2001,1489.0,7634560.0,0.01950341604493252
Austria,2002,1553.0,7683162.0,0.020213032082364007
Austria,2003,1456.0,7722033.0,0.01885513827770485
Austria,2004,1422.0,7773105.0,0.018293847825289894
Austria,2005,1399.0,7827461.0,0.017872973113503856
Austria,2006,1297.0,7869269.0,0.016481835860484625
Austria,2007,1285.0,7897272.0,0.016271441581346066
Austria,2008,1267.0,7925258.0,0.01598686124792404
Austria,2009,1278.0,7946894.0,0.01608175470819165
Austria,2010,1264.0,7968421.0,0.015862615692619656
Austria,2011,1288.0,7995146.0,0.016109774605742033
Austria,2012,1276.0,8031276.0,0.015887886308477008
Austria,2013,1291.0,8079615.0,0.015978484123315283
Austria,2014,1314.0,8141165.0,0.01614019615128793
Austria,2015,1251.0,8219386.0,0.015220114981824675
Austria,2016,1204.0,8319211.0,0.014472526300871561
Azerbaijan,2000,62.0,7415250.0,0.0008361147634941505
Azerbaijan,2001,317.0,7518000.0,0.004216546953977121
Azerbaijan,2002,92.0,7605700.0,0.0012096191014633762
Azerbaijan,2003,129.0,7674400.0,0.001680913165850099
Azerbaijan,2004,108.0,7738250.0,0.0013956643944044195
Azerbaijan,2007,55.0,7921100.0,0.0006943480072212193
Bahamas,2000,11.0,269738.0,0.004078031274792576
Bahamas,2001,1.0,276140.0,0.00036213514883754616
Bahamas,2002,3.0,282555.0,0.0010617401921749748
Bahamas,2003,1.0,288888.0,0.0003461549112458808
Bahamas,2004,2.0,295237.0,0.0006774218678553162
Bahamas,2005,4.0,301763.0,0.001325543555704311
Bahamas,2006,2.0,308499.0,0.0006483003186396065
Bahamas,2007,5.0,314989.0,0.0015873570188165301
Bahamas,2008,4.0,321447.0,0.001244373100386689
Bahamas,2009,6.0,327813.0,0.0018303117936140422
Bahamas,2010,10.0,333869.0,0.0029951867349169883
Bahamas,2011,4.0,338383.0,0.0011820924810052515
Bahamas,2012,5.0,343558.0,0.0014553583383300635
Bahamas,2013,5.0,348959.0,0.0014328330835427657
Bahrain,2000,29.0,590594.0,0.004910310636410123
Bahrain,2001,23.0,624083.0,0.0036854072294871033
Bahrain,2002,25.0,661010.0,0.0037820910424955748
Bahrain,2003,34.0,702913.0,0.004837013969011812
Bahrain,2004,42.0,751559.0,0.005588383613262565
Bahrain,2005,42.0,819540.0,0.005124826121970862
Bahrain,2006,28.0,888543.0,0.003151226220903209
Bahrain,2007,40.0,964770.0,0.004146065901717508
Bahrain,2008,43.0,1024110.0,0.004198767710499848
Bahrain,2009,36.0,1092922.0,0.00329392216461925
Bahrain,2010,19.0,1139160.0,0.001667895642403174
Bahrain,2011,18.0,1103462.0,0.0016312297115804622
Bahrain,2012,19.0,1201778.0,0.001580990831917376
Bahrain,2013,5.0,1214492.0,0.0004116947662067762
Bahrain,2014,9.0,1213966.0,0.0007413716693877752
Barbados,2000,10.0,251133.0,0.003981953785444366
Barbados,2001,2.0,252406.0,0.0007923741907878577
Barbados,2002,0.0,253353.0,0.0
Barbados,2003,0.0,254122.0,0.0
Barbados,2004,3.0,254925.0,0.0011768167107972932
Barbados,2005,1.0,255889.0,0.000390794446029333
Barbados,2006,9.0,256883.0,0.003503540522338964
Barbados,2007,0.0,258083.0,0.0
Barbados,2008,1.0,259414.0,0.000385484206712051
Barbados,2009,5.0,260718.0,0.0019177808973680375
Barbados,2010,3.0,261927.0,0.0011453572942079283
Barbados,2011,0.0,263203.0,0.0
Barbados,2012,0.0,264270.0,0.0
Barbados,2013,0.0,265165.0,0.0
Belarus,2000,3483.0,9543479.0,0.03649612473606323
Belarus,2001,3303.0,9513587.0,0.03471876590816902
Belarus,2002,3291.0,9469234.0,0.03475465914138356
Belarus,2003,3456.0,9420691.0,0.03668520706177498
Belarus,2007,2659.0,9244456.0,0.028763185199864656
Belarus,2008,2658.0,9205746.0,0.028873271106980354
Belarus,2009,2743.0,9169969.0,0.029912860119810654
Belarus,2010,2459.0,8981193.0,0.027379436117228522
Belarus,2011,2172.0,8947320.0,0.02427542549053795
Belarus,2013,1902.0,8910240.0,0.021346226364273017
Belarus,2014,1741.0,8906977.0,0.019546474634435453
Belgium,2000,2143.0,9674025.0,0.022152103183524955
Belgium,2001,2165.0,9710055.0,0.022296475148698952
Belgium,2002,2076.0,9758570.0,0.021273608735706155
Belgium,2003,2091.0,9804122.0,0.02132776397519329
Belgium,2004,1987.0,9848022.0,0.02017664054771608
Belgium,2005,2029.0,9901014.0,0.02049285053025882
Belgium,2006,1935.0,9962702.0,0.01942244182351334
Belgium,2007,1857.0,10030266.0,0.01851396563161934
Belgium,2008,1999.0,10100850.0,0.019790413678056794
Belgium,2009,2013.0,10173366.0,0.01978696136558932
Belgium,2010,2013.0,10211171.0,0.019713703746612413
Belgium,2011,2088.0,10355126.0,0.02016392654227481
Belgium,2012,2026.0,10442637.0,0.01940122978515867
Belgium,2013,1895.0,10526149.0,0.01800278525413235
Belgium,2014,1899.0,10578848.0,0.017950914882225364
Belgium,2015,1867.0,10624356.0,0.01757282982610899
Belize,2000,18.0,210109.0,0.00856698189987102
Belize,2001,19.0,217279.0,0.008744517417697984
Belize,2002,14.0,224136.0,0.006246207659635222
Belize,2003,12.0,230890.0,0.005197280090086188
Belize,2004,20.0,237791.0,0.008410747252839678
Belize,2005,12.0,245020.0,0.0048975593829075174
Belize,2006,11.0,252826.0,0.004350818349378624
Belize,2007,8.0,260667.0,0.003069049783823806
Belize,2008,11.0,268487.0,0.004097032631002619
Belize,2009,15.0,276189.0,0.005431063510856696
Belize,2010,15.0,283796.0,0.005285486758093842
Belize,2011,33.0,291662.0,0.011314466745753647
Belize,2012,18.0,298946.0,0.0060211543221852775
Belize,2013,17.0,305888.0,0.0055575897060361965
Belize,2014,24.0,312780.0,0.0076731248801074235
Belize,2015,26.0,319835.0,0.008129191614426188
Bosnia and Herzegovina,2011,5.0,3673312.0,0.00013611694296591196
Bosnia and Herzegovina,2014,313.0,3654169.0,0.0085655589547172
Brazil,2000,6763.0,157715991.0,0.004288087693022834
Brazil,2001,7710.0,160178796.0,0.004813371178042816
Brazil,2002,7697.0,162761414.0,0.004729007822456003
Brazil,2003,7839.0,165396911.0,0.004739508103630787
Brazil,2004,7995.0,167993068.0,0.004759124941988677
Brazil,2005,8529.0,170483960.0,0.005002816687270755
Brazil,2006,8618.0,172974722.0,0.00498223087186115
Brazil,2007,8855.0,175293192.0,0.005051536741940326
Brazil,2008,9184.0,177471632.0,0.005174911559950044
Brazil,2009,9346.0,179569551.0,0.005204668579919766
Brazil,2010,9429.0,181629712.0,0.005191331250913397
Brazil,2011,9822.0,183656441.0,0.005348029149710028
Brazil,2012,10295.0,185591215.0,0.005547137562518786
Brazil,2013,10513.0,187458852.0,0.005608164078589364
Brazil,2014,10631.0,189285554.0,0.005616382114400553
Brazil,2015,11163.0,191087085.0,0.005841839075623557
Brunei Darussalam,2000,5.0,298374.0,0.001675749227479606
Brunei Darussalam,2001,4.0,298563.0,0.001339750739374939
Brunei Darussalam,2002,1.0,303100.0,0.0003299241174529858
Brunei Darussalam,2003,5.0,302800.0,0.0016512549537648611
Brunei Darussalam,2004,3.0,324800.0,0.0009236453201970443
Brunei Darussalam,2005,7.0,335400.0,0.0020870602265951103
Brunei Darussalam,2006,10.0,347900.0,0.002874389192296637
Brunei Darussalam,2007,10.0,342714.0,0.002917884883605572
Brunei Darussalam,2008,9.0,347549.0,0.0025895629105536196
Brunei Darussalam,2009,2.0,352328.0,0.0005676528689175995
Brunei Darussalam,2010,5.0,379000.0,0.0013192612137203166
Brunei Darussalam,2011,5.0,387600.0,0.0012899896800825593
Brunei Darussalam,2012,8.0,368700.0,0.0021697857336588013
Brunei Darussalam,2013,4.0,373361.0,0.0010713491768020763
Brunei Darussalam,2014,5.0,378656.0,0.0013204597312600353
Brunei Darussalam,2015,7.0,384080.0,0.0018225369714642784
Bulgaria,2000,1383.0,7829095.0,0.017664876974924942
Bulgaria,2001,1314.0,7591926.0,0.01730786100918265
Bulgaria,2002,1317.0,7544410.0,0.01745663345443845
Bulgaria,2003,1092.0,7493166.0,0.014573279171981509
Bulgaria,2004,1013.0,7447563.0,0.013601764765199033
Bulgaria,2005,982.0,7404051.0,0.013263009668626
Bulgaria,2006,977.0,7358508.0,0.013277148030551845
Bulgaria,2007,902.0,7312474.0,0.0123350865931284
Bulgaria,2008,939.0,7267511.0,0.012920517079368712
Bulgaria,2009,868.0,7219817.0,0.012022465389358207
Bulgaria,2010,859.0,7162740.0,0.011992617350343585
Bulgaria,2011,763.0,7056527.0,0.010812684483457655
Bulgaria,2012,872.0,6959652.0,0.012529362100288923
Bulgaria,2013,721.0,6920644.0,0.010418105598265132
Bulgaria,2014,724.0,6883874.0,0.010517333699018895
Cabo Verde,2011,42.0,452179.0,0.009288357044444789
Canada,2000,3606.0,29008565.0,0.012430811382776085
Canada,2001,3694.0,29262055.0,0.012623857073606075
Canada,2002,3650.0,29642114.0,0.012313561711556741
Canada,2003,3765.0,29958833.0,0.012567245192761681
Canada,2004,3613.0,30283966.0,0.011930405680682642
Canada,2005,3743.0,30597090.0,0.012233189496125285
Canada,2006,3512.0,30902962.0,0.011364606408926108
Canada,2007,3611.0,31242631.0,0.011557925451284815
Canada,2008,3705.0,31588641.0,0.011728899638322523
Canada,2009,3890.0,31937357.0,0.012180093675253089
Canada,2010,3951.0,32286140.0,0.012237449258412433
Canada,2011,3728.0,32615418.0,0.011430176979488659
Canada,2012,3926.0,32961196.0,0.0119109755604742
Canada,2013,4054.0,33314836.0,0.012168752684239538
Chile,2000,1473.0,13943575.0,0.010564005285588523
Chile,2001,1625.0,14139590.0,0.011492553885933043
Chile,2002,1603.0,14332840.0,0.011184105871550928
Chile,2003,1654.0,14523758.0,0.011388237121549395
Chile,2004,1735.0,14710993.0,0.011793901336232027
Chile,2005,1682.0,14893574.0,0.011293461193397905
Chile,2006,1795.0,15071596.0,0.01190982030038491
Chile,2007,1848.0,15245435.0,0.012121661336655858
Chile,2008,2088.0,15415661.0,0.013544667335380558
Chile,2009,2148.0,15584149.0,0.013783235773733941
Chile,2010,2001.0,15751851.0,0.012703268968199358
Chile,2011,2027.0,15910783.0,0.012739787853306778
Chile,2012,1841.0,16075247.0,0.011452390125016431
Chile,2013,1738.0,16242244.0,0.010700491877846436
Chile,2014,1789.0,16406867.0,0.010903970879997992
Chile,2015,1838.0,16565725.0,0.01109519806709335
Colombia,2000,2358.0,36252342.0,0.006504407356633676
Colombia,2001,2412.0,36884428.0,0.006539345004889325
Colombia,2002,2379.0,37478276.0,0.006347677251749787
Colombia,2003,2269.0,38044513.0,0.005964066355639774
Colombia,2004,2244.0,38604716.0,0.00581276132169966
Colombia,2005,2102.0,39172790.0,0.005365969592668789
Colombia,2006,2177.0,39708676.0,0.005482429079226917
Colombia,2007,2181.0,40275206.0,0.0054152423205482796
Colombia,2008,2220.0,40859129.0,0.0054333023104824385
Colombia,2009,2249.0,41436173.0,0.005427624795369013
Colombia,2010,2107.0,41989103.0,0.005017968590565034
Colombia,2011,2044.0,42538305.0,0.0048050809734896584
Colombia,2012,2119.0,43055864.0,0.004921513130011745
Colombia,2013,2068.0,43546298.0,0.004748968557556832
Colombia,2014,2126.0,44021800.0,0.004829425421041393
Colombia,2015,2332.0,44490427.0,0.005241577025098006
Costa Rica,2000,239.0,3531421.0,0.00676781386303134
Costa Rica,2001,198.0,3606850.0,0.005489554597501976
Costa Rica,2002,275.0,3680372.0,0.0074720707580646735
Costa Rica,2003,315.0,3751871.0,0.008395811050006783
Costa Rica,2004,325.0,3820857.0,0.008505945132204634
Costa Rica,2005,272.0,3887096.0,0.006997511767139274
Costa Rica,2006,350.0,3953916.0,0.008851983704256742
Costa Rica,2007,270.0,4015241.0,0.006724378437060191
Costa Rica,2008,261.0,4072561.0,0.00640874378554428
Costa Rica,2009,278.0,4128459.0,0.006733747386131242
Costa Rica,2010,311.0,4184663.0,0.007431900728923691
Costa Rica,2011,316.0,4235514.0,0.007460723775201782
Costa Rica,2012,302.0,4290210.0,0.007039282459366791
Costa Rica,2013,311.0,4347229.0,0.007153982456410739
Costa Rica,2014,268.0,4403674.0,0.006085827425009209
Croatia,2000,926.0,4118000.0,0.02248664400194269
Croatia,2001,881.0,4180633.0,0.02107336377051035
Croatia,2002,874.0,4217300.0,0.020724160007587793
Croatia,2003,865.0,4225600.0,0.020470465732677016
Croatia,2004,871.0,4229600.0,0.020592963873652354
Croatia,2005,874.0,4235875.0,0.02063328119927996
Croatia,2006,796.0,4234946.0,0.018795989370348522
Croatia,2007,775.0,4230855.0,0.018317810466206005
Croatia,2008,793.0,4225583.0,0.01876664119483631
Croatia,2009,790.0,4216050.0,0.018737918193569812
Croatia,2010,776.0,4203963.0,0.018458773305093313
Croatia,2011,702.0,4189029.0,0.01675806016143598
Croatia,2012,776.0,4054296.0,0.019140191046731665
Croatia,2013,692.0,4044457.0,0.017109836994187354
Croatia,2014,722.0,4030452.0,0.017913623583657615
Croatia,2015,739.0,4001669.0,0.018467294521360963
Croatia,2016,683.0,3978183.0,0.017168642065988417
Cuba,2000,1845.0,10397209.0,0.01774514679853026
Cuba,2001,1652.0,10433428.0,0.015833722147696808
Cuba,2002,1606.0,10479415.0,0.015325282947569116
Cuba,2003,1499.0,10531074.0,0.014234065775247615
Cuba,2004,1515.0,10578701.0,0.014321229043150004
Cuba,2005,1397.0,10616406.0,0.013158878814544205
Cuba,2006,1376.0,10653638.0,0.012915775812919491
Cuba,2007,1307.0,10678023.0,0.01224009350794618
Cuba,2008,1377.0,10693814.0,0.012876603239966582
Cuba,2009,1477.0,10708230.0,0.013793129209962804
Cuba,2010,1558.0,10725848.0,0.014525658017902173
Cuba,2011,1529.0,10748034.0,0.014225857491704996
Cuba,2012,1495.0,10770535.0,0.013880461834068597
Cuba,2013,1499.0,10792690.0,0.013889030445607164
Cuba,2014,1453.0,10813411.0,0.013437018161984225
Cuba,2015,1511.0,10832068.0,0.013949321588453838
Cyprus,2000,7.0,875229.0,0.0007997906833525854
Cyprus,2004,7.0,690616.0,0.0010135878693803794
Cyprus,2005,17.0,701263.0,0.002424197483683012
Cyprus,2006,19.0,713426.0,0.0026632054340604353
Cyprus,2007,19.0,728566.0,0.0026078625683877642
Cyprus,2008,41.0,747034.0,0.005488371345882517
Cyprus,2009,32.0,767174.0,0.004171152828432663
Cyprus,2010,38.0,787081.0,0.004827965609638652
Cyprus,2011,30.0,800820.0,0.003746160185809545
Cyprus,2012,36.0,814305.0,0.004420947924917568
Cyprus,2013,45.0,813016.0,0.005534946421718638
Cyprus,2014,44.0,804818.0,0.005467074543561401
Cyprus,2015,40.0,796037.0,0.005024892059037457
Cyprus,2016,36.0,803022.0,0.004483065221127192
Czech Republic,2000,1649.0,9819742.0,0.016792701885650355
Czech Republic,2001,1623.0,9838083.0,0.016497116358949196
Czech Republic,2002,1534.0,9752463.0,0.015729359855043798
Czech Republic,2003,1719.0,9748550.0,0.01763339163260177
Czech Republic,2004,1583.0,9746647.0,0.016241482840201354
Czech Republic,2005,1565.0,9761733.0,0.016031989401881816
Czech Republic,2006,1400.0,9780319.0,0.014314461522165076
Czech Republic,2007,1379.0,9818295.0,0.014045208460328397
Czech Republic,2008,1379.0,9899594.0,0.0139298641944306
Czech Republic,2009,1464.0,9937407.0,0.014732213342977701
Czech Republic,2010,1502.0,9945273.0,0.015102652285161
Czech Republic,2011,1590.0,9906318.0,0.01605036301075738
Czech Republic,2012,1658.0,9923127.0,0.016708442812432008
Czech Republic,2013,1577.0,9936780.0,0.01587033224042396
Czech Republic,2014,1489.0,9963127.0,0.014945107093385441
Czech Republic,2015,1387.0,9989325.0,0.013884822047535744
Czech Republic,2016,1318.0,10012831.0,0.013163110413029044
Denmark,2000,728.0,4998610.0,0.014564048805567947
Denmark,2001,727.0,5018451.0,0.014486541763584023
Denmark,2002,688.0,5041222.0,0.013647484677326252
Denmark,2003,633.0,5056783.0,0.012517839899398493
Denmark,2004,661.0,5072927.0,0.013029952924613345
Denmark,2005,631.0,5089852.0,0.012397217050711886
Denmark,2006,650.0,5110460.0,0.012719011595825034
Denmark,2007,581.0,5133001.0,0.011318914607653496
Denmark,2008,603.0,5162525.0,0.011680330845855468
Denmark,2009,622.0,5192790.0,0.011978146622528545
Denmark,2010,563.0,5217785.0,0.010790019136472661
Denmark,2011,589.0,5244150.0,0.011231562789012519
Denmark,2012,661.0,5270539.0,0.012541411798679415
Denmark,2013,610.0,5299698.0,0.011510089820212397
Denmark,2014,629.0,5339166.0,0.011780866150256425
Denmark,2015,564.0,5383060.0,0.010477312160741287
Ecuador,2000,534.0,11109383.0,0.00480674759345321
Ecuador,2001,584.0,11328328.0,0.005155217963321683
Ecuador,2002,577.0,11548770.0,0.0049962030588538865
Ecuador,2003,675.0,11771002.0,0.0057344311045058015
Ecuador,2004,791.0,11994153.0,0.006594880021957366
Ecuador,2005,943.0,12217643.0,0.007718346329156941
Ecuador,2006,900.0,12449374.0,0.007229279158936024
Ecuador,2007,1005.0,12677354.0,0.007927521784119936
